author,statement,source,date,label,BinaryTarget
Louis Jacobson,"President Barack Obama ""has doubled the size of government since he took office.""",Paul Ryan,10-Apr-12,Pants Fire,0
Ian K. Kullgren,"Says ""at the state level we're spending more on tax expenditures than we are on public safety, health care and education combined.""",Jefferson Smith,10-Mar-12,Mostly True,1
Becky Bowers,"""Why was there no news coverage of this raid on the Arizona border? … Seizure was just five days ago. Right on the Arizona border!""",Chain email,6-Apr-12,Pants Fire,0
Meghan Ashford-Grooms,"""6.4 million more Americans living in poverty under President Obama.""",David Dewhurst,4-Apr-12,Half True,1
Tom Kertscher,"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans.",Kathleen Falk,24-Mar-12,FALSE,0
Eric Stirgus,"""Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.""",Gary Black,4-Apr-12,Mostly True,1
Reginald Fields,"""99.97 percent of the kids live in poverty that attend Cleveland public schools.""",Sandra Williams,21-Mar-12,Half True,1
Becky Bowers,"""General Motors is the largest corporation in the world again.""",Joe Biden,1-Apr-12,FALSE,0
Michael Collins,"""The average age of members of the House of Representatives is 57 years old.""",Weston Wamp,3-Apr-12,TRUE,0
Warren Fiske,"""Under President Obama, domestic oil production is at an eight-year high.""",Barack Obama,28-Mar-12,Mostly True,1
Amy Sherman,"Says the Obama administration ""will no longer enforce the Defense of Marriage Act (DOMA).""",Vern Buchanan,1-Mar-11,Half True,1
James B. Nelson,"""We gave every public employee in the state the freedom to choose whether or not they want to be in a union.""",Scott Walker,19-Mar-12,FALSE,0
Erin O'Neill,"Says in the governor’s proposed budget ""the use of that, what is called one-shots, is a 500 percent increase over the last Corzine budget.""",John Burzichelli,28-Mar-12,Barely True,0
Joe Guillen,"An effort to repeal voting-reform legislation would be ""the first time in Ohio history where a bill has been passed to stop a referendum.""",Eric Kearney,28-Mar-12,TRUE,0
Nancy  Madsen,"""On most things except witch trials, Virginia will always have been first.""",Morgan Griffith,3-Apr-12,FALSE,0
Willoughby Mariano,"""As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.""",Nathan Deal,27-Mar-12,Mostly True,1
Tom Kertscher,"Says Obama health reform law denies millions ""access to affordable insurance.""",Eric Hovde,27-Mar-12,FALSE,0
Bill Wichert,"Says under the Affordable Care Act, New Jersey’s ""new (Medicaid) enrollees won’t qualify for the matching federal funds simply because we added them onto the rolls before 2014.""",Amy Handlin,4-Apr-12,Barely True,0
C. Eugene Emery Jr.,"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.",Jeffrey Hernandez,23-Mar-12,Half True,1
Becky Bowers,"Under the House Republican budget, ""if these cuts were to be spread out evenly … the year after next, nearly 10 million college students would see their financial aid cut by an average of more than $1,000 each.""",Barack Obama,3-Apr-12,Half True,1
Michael Collins,"Adding ethanol to gas ""raises food costs.""",James Durkan,6-Apr-12,Mostly True,1
Molly Moorhead,Says Obama has failed to pass a budget.,Mitt Romney,4-Apr-12,Barely True,0
Amy Sherman,"""Mitt Romney’s pledged to protect (oil companies') record profits – and their billions in special tax breaks, too.""",Priorities USA Action,30-Mar-12,Half True,1
James B. Nelson,Says gubernatorial recall candidate Tom Barrett supported passage of Gov. Scott Walker’s bill stripping collective bargaining of state employees.,AFSCME,3-Apr-12,FALSE,0
Angie Drobnic Holan,"""Republicans in Congress refuse to list a single tax loophole they are willing to close.""",Barack Obama,3-Apr-12,TRUE,0
Tom Feran,"""We were the No. 1 job creator in America in February and we are now the No. 4 job creator in the last year.""",John Kasich,2-Apr-12,TRUE,0
Amy Sherman,"""Before this law, any group could go out anywhere, register voters, sit on the voter registration forms for unlimited amount of time.""",Lenny Curry,28-Mar-12,Barely True,0
Dave Umhoefer,"""In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.""",Republican Governors Association,22-Mar-12,Barely True,0
Bill Wichert,"""To get out of the (teachers) union, you pay 85 percent of $731. Then you're out of the union, but you've got to pay it every year, also required by statute. That’s called a representation fee.""",Chris Christie,23-Mar-12,TRUE,0
W. Gardner Selby,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,Donna Campbell,31-Mar-12,Mostly True,1
Alex Kuffner,"""This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].""",Doreen Costa,26-Mar-12,TRUE,0
Stephen Koff,"Sherrod Brown opposed blocking a new EPA emissions rule, ""despite acknowledging that the EPA's cap-and-trade regulations are ‘burdensome’ and could harm economic growth in Ohio.""",Josh Mandel,29-Mar-12,Barely True,0
W. Gardner Selby,Says Barack Obama has played over 90 rounds of golf as president.,David Dewhurst,4-Apr-12,TRUE,0
Angie Drobnic Holan,"Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases.""",Barack Obama,3-Apr-12,Mostly True,1
Aaron Sharockman,"Says Barack Obama ""is the only president to ever cut $500 billion from Medicare.""",Mitt Romney,4-Apr-12,FALSE,0
Molly Moorhead,"If the Supreme Court throws out the federal health care law, it ""would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.""",Barack Obama,2-Apr-12,FALSE,0
Sue Owen,Says Texas retained the right to have a navy when it joined the United States.,Chain email,19-Feb-12,Pants Fire,0
Aaron Sharockman,"""Richard Hayne, president and CEO of Urban Outfitters … (is) a supporter of Rick Santorum and donated over $13,000 to him.""",Facebook posts,4-Apr-12,Half True,1
Erin O'Neill,"Says when New Jersey adopted guaranteed coverage and cost provisions without a mandate individual health insurance market rates ""doubled or tripled"" and enrollment dropped from 180,000 people to 80,000 people.",Donald Verrilli,27-Mar-12,Mostly True,1
W. Gardner Selby,"In ""the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas.""",Brigid Shea,5-Mar-12,Mostly True,1
Eric Stirgus,"""More children die in agricultural jobs than in any other industry.""",Rashad Taylor,20-Mar-12,TRUE,0
Sean Gorman,"Tim Kaine ""reduced higher education funding by 25 percent when he was governor, driving up tuition...""",Scott Lingamfelter,22-Feb-12,Mostly True,1
Becky Bowers,"""I think it’s seven or eight of the California system of universities don’t even teach an American history course. It’s not even available to be taught.""",Rick Santorum,2-Apr-12,FALSE,0
Amy Sherman,"The Florida Department of Agriculture’s website FreshFromFlorida.com can be used ""to get a permit to carry a loaded hidden gun without ever leaving your house.""",Brady Campaign to Prevent Gun Violence,27-Mar-12,FALSE,0
Ian K. Kullgren,"Says ""streetcars carry more people than buses … you attract more riders who don't ride transit now, and actually the operating costs are not any greater than the bus.""",Charlie Hales,12-Feb-12,TRUE,0
Henry J.  Gomez,"Says Ohio Treasurer Josh ""Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.""",Ohio Democratic Party,20-Mar-12,Pants Fire,0
Willoughby Mariano,"""We have the lowest per-capita spending of any state in the nation"" except for South Dakota.",Stacey Abrams,27-Mar-12,Mostly True,1
Meghan Ashford-Grooms,"Says she ""created the first felony deferred prosecution program for nonviolent first-offenders"" in Texas.",Rosemary Lehmberg,31-Oct-11,Barely True,0
C. Eugene Emery Jr.,"""Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460.""",Chain email,23-Mar-12,Half True,1
Molly Moorhead,"""Obama opposed exploring for energy in Alaska.""",American Energy Alliance,27-Mar-12,Half True,1
Janie Har,"Says ""today unemployment has been running near 12 percent or more for the last four years"" and the Legislature hasn’t done much to lower it.",Tim Knopp,6-Mar-12,Half True,1
Becky Bowers,"Last year, ""Exxon pocketed nearly $4.7 million every hour.""",Barack Obama,29-Mar-12,TRUE,0
Katie Sanders,"Says Barack Obama's health care law ""will be the biggest job-killer ever.""",Rick Scott,26-Mar-12,FALSE,0
Bill Wichert,"""And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.""",New Jersey Republican State Committee,19-Mar-12,FALSE,0
Eric Stirgus,"""Obama tells Russia that he'll turn over America's defense system to them if re-elected.""",Eric Johnson,26-Mar-12,Pants Fire,0
Stephen Koff,"""Last year, we produced 14 percent less oil on public lands than we did the year before.""",Rob Portman,26-Mar-12,Mostly True,1
Erin O'Neill,"Says ""new estimates from the Congressional Budget Office conclude the final price-tag"" for the health care law ""will exceed $2 trillion — more than double what was initially reported.""",Frank LoBiondo,19-Mar-12,FALSE,0
Alex Kuffner,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the ""fourth-highest in the nation.""",John Elkhay,21-Mar-12,Half True,1
Ian K. Kullgren,"Says ""for the duration of this recession not a single person in government middle management has lost (a) job or taken a pay cut.""",Jeff Kruse,29-Feb-12,Pants Fire,0
Louis Jacobson,"A bill that could restrict free speech when the president is nearby was signed by President Barack Obama ""in secret.""",Andrew Napolitano,15-Mar-12,Pants Fire,0
W. Gardner Selby,"""We've had the same leadership in the Travis County DA's office for 30 years.""",Charlie Baird,1-Mar-12,Barely True,0
Willoughby Mariano,"""There is not one single federal housing program yet that has not needed a bailout to survive.""",Lynn Westmoreland,29-Feb-12,Half True,1
Bartholomew Sullivan,"Says President Obama and his allies in Congress gave ""power"" to control Medicare patients’ health care decisions to ""a commission of 15 unelected bureaucrats in Washington.""",Marsha Blackburn,29-Feb-12,FALSE,0
Janie Har,"""Every time the weight of that vehicle is reduced by a hundred pounds, your chances of dying are going to go up by about 5 percent. Peel three hundred pounds off – you’re 15 percent more likely to die in that car.""",Lars Larson,20-Mar-12,Barely True,0
Molly Moorhead,"""Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.""",Rick Santorum,26-Mar-12,Mostly True,1
Sue Owen,"Says Gloria Steinem once called Kay Bailey Hutchison a ""female impersonator.""",Michelle  Malkin,7-Mar-12,TRUE,0
Bill Wichert,Says Congressman Steve Rothman voted against funding for President Barack Obama’s auto bailout and would have let automakers go bankrupt.,Bill Pascrell,19-Mar-12,Half True,1
Tom Feran,"""Medicare will be bankrupt in nine years.""",Pat Boone,11-Mar-12,FALSE,0
Richard Locker,"""Right now we have sufficient reserves to take care of Tennessee's lottery scholarship students for a few years more.""",Dolores Gresham,29-Feb-12,FALSE,0
W. Gardner Selby,Says you need a photo ID to purchase Sudafed in Texas.,Rick Perry,16-Mar-12,TRUE,0
James B. Nelson,"Says the Wisconsin Republican Party tweeted ""Happy International Women's Day! You ladies should get paid less and not be able to make health care decisions.""",Graeme Zielinski,8-Mar-12,Pants Fire,0
Amy Sherman,"Says U.S. Rep. Connie Mack ""took seven and a half years to finish college.""",George LeMieux,24-Feb-12,Barely True,0
Sue Owen,"Says a Barack Obama ""black imposter"" joke got a standing ovation at San Angelo rodeo.",Chain email,2-Mar-12,Barely True,0
Molly Moorhead,"Says Mitt Romney said ""we are going to have to live with high gas prices, it's a good thing because it will reduce consumption, we don't want to produce any more gasoline.""",Rick Santorum,25-Mar-12,Half True,1
Bill Wichert,"Says Congressman Bill Pascrell ""voted to remove the public option from the Affordable Health Care Act.""",Steve Rothman,16-Mar-12,FALSE,0
Aaron Marshall,"""The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.""",Ohio Federation of Teachers,12-Mar-12,Barely True,0
